007 PRECIOUS METALS INC	00000#N/A
DANIELS & ASSOCIATES INC	001269019
DANOIL ENERGY LTD	001214799
DANSKE BANK AS	000800177
DAOU SYSTEMS INC	001003989
DARDEN RESTAURANTS INC	000940944
DASAN ZHONE SOLUTIONS INC	001606408
DASSAULT SYSTEMS SA	001016118
DATA CRITICAL CORP	000941775
DATA DIMENSIONS INC	000026990
DATA GENERAL CORP	000026999
DATA RACE INC	000890924
DATA RESEARCH ASSOC INC	000890924
DATA RETURN CORP	001088330
DATA SYSTEMS NETWORK CORP	000926849
DATA TRANSLATION INC	001022693
DATA TRANSMISSION NETWORK	000713138
DATAIMAGE INC	001549383
DATAKEY INC	000704914
DATALEX PLC	001291847
DATALINK CORP	001056923
DATALOGIC INTERNATIONAL INC	001083273
DATALOGIX INTERNATIONAL INC	000944740
DATAMARINE INTL INC	000027075
DATAMETRICS CORP	000716749
DATAMIRROR CORP	001052357
DATARAM CORP - OLD	000027093
DATASCOPE CORP	000027096
DATASEA INC	000027096
DATASOUTH COMPUTER CORP	001525533
DATASTREAM SYSTEMS INC	000938481
DATATEC SYSTEMS INC	000768119
DATATRAK INTERNATIONAL INC	000886530
DATAWATCH CORP	000792130
DATAWAVE SYSTEMS INC	001000157
DATAWORKS CORP	001000860
DATEC GROUP LTD	001274569
DATRON SYSTEMS INC/DE	000027116
DAUPHIN DEPOSIT CORP	000215619
DAVCO RESTAURANTS INC	000906471
DAVEL COMMUNICATIONS INC	001072881
DAVIDSON & ASSOCIATES INC	000897722
DAXOR CORP	000027367
DAYBREAK OIL & GAS INC	001164256
DAYLIGHT ENERGY LTD	001593894
DAYLIGHT INDUSTRIES INC	001593894
DAYSTAR TECHNOLOGIES INC	001262200
DBRIT CORP	001356829
DBS GROUP HOLDINGS LTD	001212589
DBS INDUSTRIES INC	000857502
DBT ONLINE INC	001010138
DDR CORP	000894315
DEALERADVANCE INC	001143500
DEALERTRACK TECHNOLOGIES INC	001333513
DEAN WITTER DISCOVER & CO	000895421
DEBARTOLO REALTY CORP	000912045
DEBT RESOLVE INC	001106645
DECIPHERA PHRMCTAL INC -REDH	001261226
DECISION DIAGNOSTICS CORP	001144225
DECISIONONE HOLDINGS CORP	001007588
DECISIVE DIVIDEND CORP	001175804
DECODE GENETICS INC	001022974
DECOM SYSTEMS INC	001538399
DEEP WELL OIL & GAS INC	000869495
DEEPTECH INTERNATIONAL INC	000890647
DEFIANT ENERGY CORP	001099225
DEGA TECHNOLOGY INC	001237782
DEGAMA SOFTWARE SOLUTIONS	001237782
DEKALB ENERGY CO  -CL B	000111001
DEKALB GENETICS CORP  -CL B	000835015
DEL TACO RESTAURANTS INC	000786360
DEL TACO RESTAURANTS INC-OLD	000786360
DELANO TECHNOLOGY CORP	001100043
DELBANCOR INDUSTRIES INC	001225886
DELCATH SYSTEMS INC	001312104
DELIAS INC -OLD	001026114
DELL TECHNOLOGIES INC	001364016
DELMAR PHARMACEUTICALS INC	001039592
DELPHI ENERGY CORP	001367338
DELPHI FINANCIAL GROUP INC	000858664
DELRINA CORP	001052386
DELRINA CORP-OLD	001052386
DELSITE INC	001225624
DELTA & PINE LAND CO	000902277
DELTA AIR LINES INC	001048618
DELTA COMPUTEC INC	000779338
DELTAGEN INC	001034072
DELTEK INC	001226076
DEMANDTEC INC	001103481
DEMANDWARE INC	001301031
DENBURY RESOURCES INC	000945764
DENDRITE INTERNATIONAL INC	000880321
DENNYS CORP	000852772
DEPOMED INC	001005201
DEPOSIT GUARANTY CORP	000028209
DEPOTECH CORP	000931686
DEPRENYL ANIMAL HEALTH INC	000870758
DERMA SCIENCES INC	000892160
DERMIRA INC	001564270
DESCARTES SYSTEMS GROUP INC	001050140
DESERT COMMUNITY BANK	001107214
DESJARDINS LAURENTIAN FINL	001190333
DESPEGAR COM CORP	001057596
DESTIA COMMUNICATIONS INC	001043389
DESTINY MEDIA TECHNOLOGIES	001280789
DESTRON FEARING CORP	001221248
DETERMINE INC	001120814
DEUTSCHE BANK AG	001342720
DEUTSCHE TELEKOM	000711600
DEVELCON ELECTRONICS LTD	001158829
DEVELOPMENT CAPITAL GROUP	001517992
DEVLAN EXPLORATION INC	001457391
DEVON ENERGY CORP	001512836
DEVX ENERGY INC	000943548
DEXCOM INC	001093557
DEXLEIGH CORPORATION	001299198
DEXTER CORP	000028582
DF&R RESTAURANTS INC	000885537
DI AN CONTROLS INC	000028613
DIAGEO PLC	000835403
DIAGNOS INC	000719711
DIAGNOSTEK INC	000726606
DIAGNOSTIC MEDICAL INSTR INC	001129696
DIAL PAGE INC	001577903
DIALOG GROUP	001050829
DIALOGIC CORP-OLD	001491964
DIAMOND CABLE COMMUN LTD	001251404
DIAMOND FOODS INC	001320947
DIAMOND HILL INVESTMENT GRP	000909108
DIAMOND MULTIMEDIA SYS INC	001344068
DIAMOND SHAMRCK OFFSHOR  -LP	001585957
DIAMOND SHAMROCK INC	000810316
DIASONICS ULTRASOUND INC	000909722
DIASYS CORP	000916380
DIAZ RESOURCES LTD	001250086
DICE INC	001067056
DICERNA PHARMACEUTICALS INC	001399529
DIEHL GRAPHSOFT INC	000819005
DIFFERENCE CAPITAL FINANCIAL	001385070
DIFFUSION PHARMACEUTICALS	001469554
DIGEX INC	000943756
DIGEX INC-OLD	001361080
DIGI INTERNATIONAL INC	000854775
DIGIDESIGN INC	000888997
DIGILITI MONEY GROUP INC	001098364
DIGIMARC CORP -OLD	001438231
DIGITAL ANGEL CORP-OLD2	000924642
DIGITAL COMMUNICATIONS ASSC	000705581
DIGITAL CREATIVE DEVELOPMENT	000774055
DIGITAL EQUIPMENT	001058509
DIGITAL FUSION INC	001251412
DIGITAL INSIGHT CORP	001037275
DIGITAL LAVA INC	001068169
DIGITAL LIGHTHOUSE CORP	001022191
DIGITAL LINK CORP	000810467
DIGITAL ORIGIN INC	000805574
DIGITAL PRIVACY INC  -CL A	001487153
DIGITAL PROCESSING SYS INC	001422405
DIGITAL TRANSMISSION  -CL A	001395978
DIGITAL TRANSMISSION SYSTEMS	001395978
DIGITAL TURBINE INC	001005179
DIGITALNET HOLDINGS INC	001160241
DIGUANG INTL DEVELOPMENT CO	001158722
DIJJI CORP	001158134
DIMARK INC	000883899
DIMECO INC	000898037
DIMENSION THERAPEUTICS INC	000831513
DIMENSIONAL MEDICINE	000861929
DIODES INC	001360439
DIONEX CORP	001585419
DIONICS INC	000029006
DIPEXIUM PHARMACEUTICALS INC	001596147
DIRECT PHARMACEUTICAL CORP	001340232
DIRECTV	001392617
DISC INC	000904541
DISCOVERY PARTNERS INTL INC	001113148
DISCOVERY WEST CP	001551889
DISCREET LOGIC INC	000943318
DISH NETWORK CORP	001001082
DISNEY (WALT) CO	001605900
DISNEY (WALT) INTERNET GROUP	001605900
DISTINCTIVE DEVICES INC	000059963
DISTRIBUTED LOGIC CORP	001261482
DITECH NETWORKS INC	001080667
DIVERSIFIED OPPORTYS -OLD	001460714
DIVERSINET CORP	000918387
DIVESTCO INC	001327646
DIVINE INC  -CL A	001097516
DIVX INC	001342960
DIXONS RETAIL PLC	000894649
DLB OIL & GAS INC	000945982
DME INTERACTIVE HOLDINGS INC	001004124
DMR GROUP INC  -CL A	001289712
DNA DYNAMICS INC	001086313
DNA PLANT TECHNOLOGY CORP	000730985
DNB FINANCIAL CORP	001087758
DNIB UNWIND INC	001515827
DOCENT INC	001043134
DOCPLANET.COM INC	000312651
DOCUCON INC	000843006
DOCUCORP INTERNATIONAL INC	001033864
DOCUGRAPHIX INC	001209397
DOCUMENT SCIENCES CORP	001016831
DOCUMENT SECURITY SYS INC	001016831
DOCUMENT TECHNOLOGIES INC	000771999
DOCUMENTUM INC	000930885
DOFASCO INC	001329006
DOL RESOURCES INC	000029504
DOLE FOOD CO INC	000018169
DOMAIN ENERGY CORP	001037192
DOMINION BANKSHARES CORP	001561452
DOMINION ENERGY INC	001312301
DOMINION HOMES INC	000917857
DONEGAL GROUP INC	000800457
DONLAR CORP	001047175
DONNELLEY FINANCIAL SOLTNS	001019336
DORAL FINANCIAL CORP	000840889
DORSET EXPLORATION LTD	001504294
DOT HILL SYSTEMS CORP	001121879
DOUBLE EAGLE ACQUISITION CRP	001377193
DOUBLE-TAKE SOFTWARE INC	001580139
DOUBLECLICK INC	001049480
DOV PHARMACEUTICAL INC	001066833
DOVER INDUSTRIES LTD	001445635
DOVER INVESTMENT CP  -CL A	001445635
DOW CORNING CORP	000029917
DOWDUPONT INC	001137291
DPAC TECHNOLOGIES CORP	000784770
DPL INC	000787250
DR HOLDINGS/DE	001410451
DR SOLOMONS GROUP PLC  -ADR	001026734
DRAGON JADE INTL LTD	001456787
DRAGON MINING CORP	000030037
DRAGON PHARMACEUTICALS INC	001075206
DRAGONWAVE INC	001178946
DRAIG ENERGY LTD	001450669
DRAXIS HEALTH INC	001444784
DREAM INDUSTRIAL REIT	001527132
DREAM OFFICE REAL EST INV TR	001356035
DREAMCAR HOLDINGS INC	001352736
DRECO ENERGY SERVICES LTD	000320171
DRESDNER BANK AG	001036033
DREYFUS CORP	000030163
DRI CORP	000853695
DRILEX OIL & GAS INC	001013036
DRKOOP.COM INC	001073794
DRUCKER INC	001042053
DRUG GUILD DISTRIBUTORS	001521065
DRUG RESEARCH PLC  -ADR	001580626
DRUGMAX INC-OLD	000921878
DRUGSTORE.COM INC	001086467
DSC COMMUNICATIONS CORP	000316004
DSET CORP	001052196
DSL.NET INC	001085866
DSP COMMUNICATIONS INC	000934545
DSP GROUP INC	001326130
DT ASIA INVESTMENTS LTD	001611852
DT INDUSTRIES INC	000918999
DTC DATA TECHNOLOGY CORP	000812544
DTVN HOLDINGS INC	000908246
DUFF & PHELPS CORP	001397821
DUKE ENERGY FLORIDA INC	001119811
DUKE ENERGY INDIANA INC	001110818
DUKE REALTY CORP	000783280
DULUTH HOLDINGS INC	001198151
DUNDEE ACQUISITION LTD	000904045
DUNDEE ENERGY LTD	001524999
DUNNHUMBY	001341083
DUQUESNE LIGHT CO	000030573
DUQUESNE LIGHT HOLDINGS INC	000846930
DURA PHARMACEUTICALS INC	001088998
DURAMED PHARMACEUTICALS INC	000799903
DURAVEST INC	001066281
DURECT CORP	001082038
DURO COMMUNICATIONS CORP	001111560
DURR-FILLAUER MEDICAL	001008496
DUSA PHARMACEUTICALS INC	000879993
DVL INC	000919096
DXC TECHNOLOGY COMPANY	001600182
DXI ENERGY INC	001583064
DY 4 SYSTEMS INC	001409710
DYCAM INC	000850971
DYNAMIC HEALTHCARE TECH INC	001385851
DYNAMIC OIL & GAS INC	000847535
DYNAMICS CORP OF AMER	001513788
DYNAMICS RESEARCH CORP	000030822
DYNASIL CORP OF AMERICA	000030831
DYNATEC INTERNATIONAL INC	000752208
DYNATEM INC	000795424
DYNATRONICS CORP	000720875
DYNAVOX INC	001587253
DYNEGY INC	000879215
DYNEX CAPITAL INC	000826675
DYNEX PETROLEUM LTD  -CL A	000826675
DYNEX POWER INC	000826675
DYNTEK INC	000879465
E MACHINERY.NET INC	000844893
E MACHITOWN CO LTD	000844893
E MERGENT INC	000892020
E SIM LTD	001143258
E SPIRE COMMUNICATIONS INC	000932140
E-BUY HOME INC	001457160
E-COMPASS ACQUISITION CORP	001364668
E-H INTERNATIONAL INC	001476729
E-L FINANCIAL CORP LTD	001476729
E-TEK DYNAMICS INC	001517738
E.PIPHANY INC	001321923
E2OPEN INC	001540400
E4 ENERGY INC	001476897
E4L INC	000070412
EAGLE EXPLORATION CO/CO	000030906
EAGLE FINANCE CORP	000921863
EAGLE PHARMACEUTICALS INC	000827871
EAGLE POINT SOFTWARE CORP	000945066
EAGLE TELEPHONICS INC	001023139
EARTH SEARCH SCIENCES INC	000752634
EARTHLINK HOLDINGS CORP	001491202
EARTHLINK NETWORK INC	001015580
EARTHSTONE ENERGY INC	000010254
EARTHSTONE ENERGY INC -OLD	000010254
EASEL CORP	000865203
EASIC CORP  -REDH	001109898
EAST AFRICA METALS INC	001553681
EAST WEST PETROLEUM CORP	000706720
EASTBAY INC	000949008
EASTCOAL INC	000031079
EASTERLY ACQUISITION CORP	001284502
EASTERLY GOVERNMENT PPTYS	001327061
EASTERN AIR LINES	001430110
EASTERN ASTERIA INC	001067235
EASTERN EDISON CO	000014407
EASTERN LIGHT CAPITAL INC	001172999
EASTERN STAINLESS/VA  -CL B	001286899
EASTERN UTILITIES ASSOC	001386667
EASTGROUP PROPERTIES	001175515
EASTMAIN RESOURCES INC	001020791
EASTMAN CHEMICAL CO	001434632
EASTMAN KODAK CO	000031235
EASTON PHARMACEUTICALS INC	001281472
EASTOVER CORP	001079931
EASTSIDE DISTILLING INC	001462961
EASTWOOD BIO-MEDICAL CDA INC	001407262
EASYLINK INFO TECHNOL-REDH	001604868
EASYLINK SERVICES CP  -CL A	001361661
EASYLINK SERVICES INTL CORP	000894738
EASYRIDERS INC	001065253
EATERIES INC	000796369
EATON VANCE CORP	000350797
EBAY INC	001065088
EBENX INC	001095825
EBIX INC	000814549
EBIZ ENTERPRISES INC	001094944
EBT INTERNATIONAL INC	000917471
EC DEVELOPMENT INC	001476198
ECAL CORP	001093815
ECHAPMAN INC	001096114
ECHELON CORP	000031347
ECHOSTAR CORP	001415404
ECI TELECOMMUNICATIONS  -ORD	000701544
ECLIPSE RESOURCES CORP	001600470
ECLIPSYS CORP	001034088
ECO-TRADE CORP	000905428
ECOBALT SOLUTIONS INC	001568176
ECOLOMONDO CORP INC  -REDH	000847389
ECOMETRY CORP	000935322
ECOSCIENCE CORP/DE	000882259
ECSOFT GROUP PLC	001026969
ECTEL LTD	001096197
EDAP TMS SA  -ADR	001041934
EDCI HOLDINGS INC	001228148
EDELMAN FINANCIAL GROUP INC	001435526
EDEN ENERGY CORP	001083866
EDENTIFY INC	001342586
EDGAR ONLINE INC	001080224
EDGE ENERGY INC	001252443
EDGE PETROLEUM CORP	001021010
EDGE THERAPEUTICS INC	001015172
EDGEMARK FINANCIAL CORP	001421648
EDGEWATER TECHNOLOGY INC	001266990
EDIFY CORP	000879898
EDISON INTERNATIONAL	001423930
EDISTO RESOURCES CP	000857102
EDITAS MEDICINE INC	001593780
EDMARK CORP	000777249
EDPER GROUP LTD  -CL A	001516534
EDUCATION LENDING GROUP INC	001103313
EDUNETICS LTD	001462375
EDUSOFT LTD	001183322
EDWARDS J D & CO	001168168
EEX CORP	001023060
EFACTOR GROUP CORP	001596074
EFAX.COM INC	000872901
EFFECTIVE MGMT SYSTEMS INC	000853372
EFFICIENT NETWORKS INC	001085061
EFJOHNSON TECHNOLOGIES INC	001023516
EFUTURE HOLDING INC	001371421
EGAIN CORP	001066194
EGALET CORP	001586105
EGGHEAD.COM INC	000832320
EGGHEAD.COM INC-OLD	000832320
EGUANA TECHNOLOGIES INC	001379693
EGX FUNDS TRANSFER INC	001081227
EICO ELECTRONIC INSTR CO INC	001056492
EICON TECHNOLOGY CORP	001503609
EIDOS PLC	001002717
EIGER BIOPHARMACEUTICALS INC	001454815
EIRCOM PLC	001088652
EIS INTERNATIONAL INC	000033934
EISAI CO LTD	001011897
EK CHOR CHINA MOTORCYCLE CO	001504708
EKSO BIONICS HOLDINGS INC	001369864
EL CHICO RESTAURANTS INC	000719961
EL PASO ELECTRIC CO	001066107
EL PASO REFINERY  -LP	001616143
EL POLLO LOCO HOLDINGS INC	001320445
EL SITIO INC	001094560
ELAN CORP PLC	000737186
ELAN ENERGY	001324037
ELANTEC SEMICONDUCTOR INC	000949872
ELASTIC NETWORKS INC	001088242
ELBIT IMAGING LTD	001027662
ELBIT SYSTEMS LTD	001027664
ELBIT VISION SYSTEMS LTD	001011664
ELCOM INTERNATIONAL INC	000900096
ELCORA ADVANCED MATERIALS CP	000032017
ELCOTEL INC	000801448
ELDERS IXL CANADA INC	001137456
ELDERTRUST	001610671
ELDORADO BANCORP/CA	000351991
ELECTR TELE-COMMUNCTN	001543859
ELECTRA CAPITAL INC	001140973
ELECTRAMECCANICA VEHS CORP	001224760
ELECTRIC LIGHTWAVE  -CL A	001063241
ELECTRO BRAIN INTL	001455040
ELECTRO CATHETER CORP	000032120
ELECTRO-SENSORS INC	001372015
ELECTROCHEMICAL IND (1952)	001514130
ELECTROGLAS INC	000902281
ELECTROHOME LTD  -CL Y	001324635
ELECTROMED INC	001173005
ELECTROMEDICS INC	001488917
ELECTRONIC ARTS INC	000712515
ELECTRONIC CIGS INTL GRP LTD	001398702
ELECTRONIC DATA CONTROLS CP	001365993
ELECTRONIC DATA SYSTEMS CORP	001365993
ELECTRONIC DESIGNS INC	000853258
ELECTRONIC GAME CARD INC	001083036
ELECTRONIC SYSTEM TECH INC	001073602
ELECTRONIC TECHNOLOGY GROUP	000752294
ELECTRONICS FOR IMAGING INC	000867374
ELECTROPHARMACOLOGY INC	000934849
ELECTROSOURCE INC	000823927
ELECTRUM SPECIAL ACQUISITION	001309499
ELEPHANT & CASTLE GROUP INC	000899849
ELEVATE CREDIT INC	001595118
ELEVEN BIOTHERAPEUTICS INC	001281547
ELEVON INC	000883983
ELF AQUITAINE SA	001289501
ELIO MOTORS INC	001521753
ELITE INFORMATION GROUP INC	000885533
ELITE LOGISTICS INC	000095284
ELITE PHARMACEUTICALS INC	001467449
ELK POINT RESOURCES INC	001376737
ELLIE MAE INC	001122388
ELLINGTON FINANCIAL LLC	001411342
ELLINGTON HOUSING INC  -REDH	001566869
ELLINGTON RESIDENTIAL MTG	001560672
ELLIPSIZ COMMUNICATIONS LTD	001572980
ELMER'S RESTAURANTS INC	001197952
ELOQUA INC	001375270
ELOQUENT INC	001003265
ELOT INC	000725282
ELRON ELECTRONIC INDS LTD	001354792
ELSAG BAILEY PROCS AUTOMATN	001051703
ELVA INTERNATIONAL INC	001103718
ELYRIA TELEPHONE CO	001493426
EMAGEON INC	001121439
EMAV HOLDINGS INC	001118379
EMBARCADERO TECHNOLOGIES INC	001107112
EMBARQ CORP	001350031
EMBOTELLADORA ANDINA SA	001592901
EMBREX INC	001424172
EMBRYO DEVELOPMENT CORP	000945439
EMC CORP/MA	000790070
EMC INSURANCE GROUP INC	000356130
EMCEE BROADCAST PRODUCTS INC	000032312
EMCO LTD	000920982
EMCORE CORP	000808326
EMERA INC	001127248
EMERALD HOMES  -LP	001156642
EMERGE INTERACTIVE INC	001092605
EMERGENSYS CORP	001143932
EMERGING COMMUNICATIONS INC	001042647
EMERGIS INC	001460694
EMERGISOFT HOLDING INC	000854776
EMERSON ELECTRIC CO	000032604
EMEX CORP	000015678
EMISPHERE TECHNOLOGIES INC	000805326
EMPEROR OIL LTD	001554492
EMPI INC-REDH	000317032
EMPIRE DISTRICT ELECTRIC CO	000032689
EMPIRE ENERGY HLDGS INC-REDH	000788206
EMPIRE PETROLEUM CORP	000887396
EMPIRE PETROLM PRTS LP -REDH	001525639
EMPIRE STATE REALTY OP LP	000310166
EMS TECHNOLOGIES INC	000032198
EMTEC INC	001169224
EMULEX CORP	001614538
ENABLENCE TECHNOLOGIES INC	001372192
ENABLETS INC	001441341
ENANTA PHARMACEUTICALS INC	001177648
ENB FINANCIAL CORP	001437479
ENCAD INC	000913599
ENCAL ENERGY LTD	001039167
ENCANA CORP	001157806
ENCHIRA BIOTECHNOLOGY CORP	000895677
ENCISION INC	000930775
ENCOR INC	000885077
ENCORE ACQUISITION CO	001125057
ENCORE COMPUTER CORP	001445198
ENCORIUM GROUP INC	000856569
ENCYSIVE PHARMACEUTICALS INC	000887023
ENDEAVOR PHARMACEUT INC-REDH	001361904
ENDEAVOUR INTERNATIONAL CORP	001112412
ENDESA AMERICAS SA	001409782
ENDESA SA	001409782
ENDEV ENERGY INC	001046649
ENDEVCO INC	001254834
ENDO INTERNATIONAL PLC	001593034
ENDOCARDIAL SOLUTIONS INC	000940659
ENDOCARE INC	001003464
ENDOCHOICE HOLDINGS INC	001321589
ENDOLOGIX INC	001438969
ENDOSONICS CORP	000883420
ENDURANCE INTL GRP HLDGS INC	001237746
ENDWAVE CORP	001118941
ENEL AMERICAS SA	001138654
ENEL CHILE SA	001138654
ENEL GENERACION CHILE SA	001392182
ENERDYNAMIC HYBRID TECHNLGS	001508783
ENERFLEX LTD	000863317
ENERGETICS INC	001082431
ENERGIS PLC	001049949
ENERGULF RESOURCES INC	001404483
ENERGY & EXPL PARTNERS-REDH	001517312
ENERGY CONVERSION DEV	001300938
ENERGY CORP OF AMERICA	000032880
ENERGY FUTURE COMPETITIVE	001572319
ENERGY FUTURE HOLDINGS CORP	001445049
ENERGY NORTH INC	001352178
ENERGY SEARCH INC	000932181
ENERGYTEC INC	001202963
ENERGYTEK CORP -OLD	001202963
ENERMARK INCOME FUND	001427887
ENERNOC INC	001244937
ENERNORTH INDUSTRIES INC	001049021
ENERPLUS CORP	001126874
ENERPLUS RES CORP  -UNIT G	001126874
ENEX RESOURCES CORP	000314864
ENGAGE INC	001084573
ENGAGE MOBILITY INC	001415370
ENGENUITY TECHNOLOGIES INC	001279400
ENGHOUSE SYSTEMS LTD	001203589
ENGINEERING ANIMATION INC	001005270
ENGINEERING MEASUREMENTS CO	000205303
ENGLE HOMES INC	001049387
ENGLISH LANG LEARN & INSTR	001183763
ENHANCE FINANCIAL SVCS GRP	000881889
ENHANCED SERVICES INC	000830489
ENI LASMO PLC	001041027
ENI SPA	001002242
ENLIVEN MARKETING TECH CORP	001592000
ENOTE.COM INC	000058636
ENOVATION CONTROLS INC -REDH	001410868
ENPATH MEDICAL INC	000833140
ENRON CORP	000072859
ENSTAR GROUP INC	000055820
ENSTAR INC	001009515
ENTELLUS MEDICAL INC	001374128
ENTERA BIO LTD -REDH	001021725
ENTERASYS NETWORKS INC	001366950
ENTERGY ARKANSAS	001403386
ENTERGY CORP	001214615
ENTERGY GULF STATES LA LLC	000044570
ENTERGY LOUISIANA LLC	001523519
ENTERGY MISSISSSIPPI	000066901
ENTERPRISE ENERGY RES LTD	001320433
ENTERPRISE INFORMATICS INC	000813747
ENTERPRISE OIL PLC	000887985
ENTERPRISE PRODS PRTNRS  -LP	001145151
ENTERPRISE SOFTWARE INC	000833847
ENTERPRISE SYSTEMS INC	001027458
ENTERTAINMENT IS US INC	001081172
ENTEX INFORMATION SVCS INC	001071308
ENTHRUST FINANCIAL SVCS INC	001054303
ENTRADA NETWORKS INC	001000695
ENTRADA SOFTWARE INC	001100871
ENTRADE INC	000897265
ENTRAVISION COMMUNICATIONS	001585895
ENTREPORT CP	001092494
ENTROPIN INC	000837600
ENTRUST INC	001031283
ENUMERAL BIOMEDICAL HLDGS	001518957
ENVENTIS CORP	000766561
ENVESTNET INC	001117113
ENVIRONMAX.COM INC	001111556
ENVIRONMENTAL CREDITS LTD	000931799
ENVISION DEVELOPMENT CORP	001057728
ENVIT CAPITAL GROUP INC	001379573
ENVIVIO INC	001174266
ENXNET INC	001083706
ENZON PHARMACEUTICALS INC	000727510
EOG RESOURCES INC	000821189
EON LABS INC	001168061
EP ENERGY CORP	001584952
EP MEDSYSTEMS INC	001012394
EP TECHNOLOGIES INC	000896978
EPAM SYSTEMS INC	001352010
EPIC DATA INTERNATIONAL INC	001177801
EPIC DESIGN TECHNOLOGY INC	001177801
EPICEDGE INC	000313041
EPICOR SOFTWARE CORP	001517393
EPICOR SOFTWARE CORP -OLD	001517393
EPIMMUNE INC	000822206
EPIQ SYSTEMS INC	001027207
EPIRUS BIOPHARMACEUTICALS	001409626
EPIXTAR CORP	001099730
EPIZYME INC	001247441
EPL OIL & GAS INC	001262558
EPOCH BIOSCIENCES INC	000910057
EPOCH HOLDING CORP	000351903
EPOCRATES INC	001096738
EPR PROPERTIES	001045450
EPRESENCE INC	000888711
EPRISE CORP	001098937
EQ INC	001116078
EQK REALTY INVESTORS	001253756
EQUAL ENERGY LTD	001577080
EQUALNET COMMUNICATIONS CP	000936163
EQUANT NV	001064531
EQUICREDIT CORP	001002669
EQUIMARK CORP	001500694
EQUINIX INC	001101239
EQUINOX GOLD CORP	001273268
EQUINOX SYSTEMS INC	001460869
EQUITABLE OF IOWA COS	000225300
EQUITRAC CP	000886761
EQUITY BANCSHARES INC	001227500
EQUITY COMMONWEALTH	000803649
EQUITY INNS INC	000916530
EQUITY LIFESTYLE PROPERTIES	001509901
EQUITY OFFICE PROPERTIES TR	001556630
EQUITY OIL CO	000033325
EQUITY ONE INC	001042810
EQUITY RESIDENTIAL	000927086
EQUITY RESV CORP	001308801
EQUIVEST INC	000820917
ERC INDUSTRIES INC/DE	000775477
ERESEARCHTECHNOLOGY INC	001108888
ERHC ENERGY INC	000799235
ERIE FAMILY LIFE INS CO	000033413
ERIE LACKAWANNA INC	000922621
EROOM TECHNOLOGY INC	001111760
ESAT TELECOM GROUP	001081798
ESCALERA RESOURCES CO	001411050
ESCALON MEDICAL CORP	000862668
ESCUE ENERGY INC	001476932
ESELCO INC	000828941
ESENJAY EXPLORATION INC	000901611
ESHARE COMMUNICATIONS INC/GA	001034956
ESIO WATER AND BEVERAGE-OLD	000836937
ESOFT INC	001047406
ESPERION THERAPEUTICS INC	001314464
ESPERION THERAPEUTICS-OLD	001066745
ESPERO ENERGY CORP	001089621
ESPIRITO SANTO FINANCIAL GRP	000906522
ESPRIT ENERGY TRUST	001331417
ESPRIT TELECOM GROUP  -ADR	001327995
ESQUIRE FINCL HOLD INC	001531031
ESREY ENERGY LTD - OLD	001145789
ESREY RESOURCES LTD	001227949
ESS TECHNOLOGY INC	000907410
ESSA PHARMA INC	001382230
ESSAR STEEL ALGOMA INC	001169032
ESSENT GROUP LTD	001459287
ESSENTIAL THERAPEUTICS INC	001010915
ESSEX MINERALS INC	000891331
ESSEX PROPERTY TRUST	001053059
ESSTEC INC-REDH	001177414
ETEC SYSTEMS INC	000851397
ETERNITY HEALTHCARE INC	001250969
ETOYS INC	001052245
ETRIALS WORLDWIDE INC	001170885
ETSY INC	001370637
EUROAMERICAN GROUP INC	000832443
EUROGAS INC	000783209
EUROPEAN AMERICAN RESOURCES	001060235
EUROPEAN-AMERICAN BANK	000863903
EUROTECH LTD	001033030
EVANS WITHYCOMBE RESIDENTIAL	001182866
EVERBRIDGE INC	001577019
EVERCORE INC	001028772
EVEREST MEDICAL CORP	001141943
EVEREST RE GROUP LTD	001095073
EVEREX SYSTEMS INC	001275549
EVERGOOD PRODUCTS CORP	000714162
EVERGREEN BANCORP INC/DE	000351521
EVERGREEN ENERGY INC	000912365
EVERGREEN INFO TECHNOLOGIES	001227073
EVERGREEN RESOURCES	001355317
EVERGREEN SOLAR INC	000947397
EVERSPIN TECHNOLOGIES INC	001438423
EVERYDAY HEALTH INC	001105299
EVINE LIVE INC	001442130
EVISION INTERNATIONAL INC	000844780
EVOKE PHARMA INC	001403708
EVOLENT HEALTH INC	001100239
EVOLUS INC -REDH	001366692
EVOLUTION PETROLEUM CORP	001006655
EVOLVE ONE INC	001088787
EVOLVE SOFTWARE INC	001097002
EVRAZ HIGHVELD STEEL AND VAN	001352308
EVRAZ NORTH AMERICA PLC-REDH	001618717
EW SCRIPPS  -CL A	001341239
EXA CORP	000890264
EXACT SCIENCES CORP	001124140
EXACTTARGET INC	001299376
EXAR CORP	000753568
EXCEL COMMUNICATIONS INC	001007323
EXCEL ENERGY INC	001258080
EXCEL INTERFINANCIAL	000740868
EXCEL REALTY TRUST	001396806
EXCEL SWITCHING CORP	001036261
EXCELLIGENCE LEARNING CORP	001130950
EXCELON CORP	001014955
EXCHANGE APPLICATIONS INC	001065857
EXCHANGE BK SANTA ROSA CALIF	000720912
EXCITE INC	001007297
EXCO RESOURCES INC	000316300
EXE TECHNOLOGIES INC	001047262
EXECUTIVE RISK INC	001037354
EXELON CORP	001109357
EXIGENT INTL INC	001015854
EXO U INC	001565418
EXODUS COMMUNICATIONS INC	001013740
EXOGEN INC	000934094
EXOVIR INC	001136868
EXPERT SOFTWARE INC	000939730
